M,N,C,D,T,seed,formulation,mipgap,runtime,bnbcnt,objval_LP,objbnd,objval
5,2,3,5,5,2,TEOR,0,9.17305994,574,863.1157034,870.5901425,870.5901425
5,2,3,5,5,3,DCC,0.006952476067,3600.149716,50713,846.4849586,865.8460384,871.9079576
5,2,3,5,5,3,DLog,0.02574818471,3600.124567,138932,846.4849586,852.84651,875.3861134
5,2,3,5,5,3,MC,0,2393.390932,57877,846.4849586,871.9079584,871.9079584
5,2,3,5,5,3,TEOC,0,7.092893839,824,865.3839849,871.9079584,871.9079584
5,2,3,5,5,3,TEOM,0,10.10720515,1727,699.4513219,871.9079578,871.9079578
5,2,3,5,5,3,TEOR,0,7.931380033,1496,865.3839849,871.9079584,871.9079584
5,2,3,5,5,4,DCC,9.64E-05,2834.045783,117042,844.588972,864.3504293,864.4337406
5,2,3,5,5,4,DLog,0.0151421003,3600.140562,83854,844.588972,851.3443982,864.4337406
5,2,3,5,5,4,MC,0,490.8180931,13750,844.588972,864.4337406,864.4337406
5,2,3,5,5,4,TEOC,0,4.756680965,1,861.0128729,864.4337406,864.4337406
5,2,3,5,5,4,TEOM,0,3.488387108,1,698.0625492,864.4337406,864.4337406
5,2,3,5,5,4,TEOR,5.10E-05,4.475418806,1,861.0128729,864.3896151,864.4337406
5,2,3,5,5,5,DCC,0.008317159497,3600.186593,41726,850.5035196,867.6094582,874.8860249
5,2,3,5,5,5,DLog,0.02387022393,3600.117144,87961,850.5035196,859.4225783,880.4388508
5,2,3,5,5,5,MC,0,3379.408822,84854,850.5035196,873.7328843,873.7328843
5,2,3,5,5,5,TEOC,0,5.163384914,604,865.5663678,873.7328843,873.7328843
5,2,3,5,5,5,TEOM,0,13.90460992,4187,699.7642174,873.7328843,873.7328843
5,2,3,5,5,5,TEOR,0,5.562762976,1392,865.5663678,873.7328843,873.7328843
5,2,3,5,5,6,DCC,0.01487457069,3600.056066,36608,849.8813925,864.2635321,877.3131891
5,2,3,5,5,6,DLog,0.02653137409,3600.070335,81632,849.8813925,858.173764,881.5628374
5,2,3,5,5,6,MC,0,1260.275804,25872,849.8813925,874.5684333,874.5684333
5,2,3,5,5,6,TEOC,0,9.124433041,973,867.9977209,874.5684337,874.5684337
5,2,3,5,5,6,TEOM,0,22.64212298,5394,699.555189,874.5684197,874.5684197
5,2,3,5,5,6,TEOR,0,6.448010206,1354,867.9977209,874.5684337,874.5684337
5,2,3,5,5,7,DCC,0.01378917191,3600.068572,63400,845.1698971,865.7139426,877.8183305
5,2,3,5,5,7,DLog,0.03208060109,3600.063615,99371,845.1698971,850.9173954,879.1200965
5,2,3,5,5,7,MC,0.009764643438,3600.194719,44008,845.1698971,867.5791938,876.1343332
5,2,3,5,5,7,TEOC,0,32.26549411,6867,865.5934389,875.6562132,875.6562132
5,2,3,5,5,7,TEOM,0,21.28158402,4877,701.3121459,875.6562132,875.6562132
5,2,3,5,5,7,TEOR,0,26.15991497,8415,865.5934389,875.6562132,875.6562132
5,2,3,5,5,8,DCC,0.01441033099,3600.081426,83019,844.6138896,864.5288141,877.1691114
5,2,3,5,5,8,DLog,0.02648530436,3600.070084,88649,844.6138896,853.806526,877.0350666
5,2,3,5,5,8,MC,0.008045835078,3600.163219,55587,844.6138896,865.7166241,872.7385344
5,2,3,5,5,8,TEOC,0,15.97371101,3369,861.6053308,871.9120193,871.9120193
5,2,3,5,5,8,TEOM,0,15.36740804,5113,699.4491004,871.9120193,871.9120193
5,2,3,5,5,8,TEOR,0,13.46725297,3262,861.6053308,871.9120193,871.9120193
5,2,3,5,5,9,DCC,0.01720494298,3600.065362,55183,848.1995241,863.2585725,878.3708936
5,2,3,5,5,9,DLog,0.02556455963,3600.062502,90420,848.1995241,855.9951815,878.4524311
5,2,3,5,5,9,MC,0,2476.874729,59665,848.1995241,870.9874954,870.9874954
5,2,3,5,5,9,TEOC,0,9.864940882,1404,865.9871439,870.9874954,870.9874954
5,2,3,5,5,9,TEOM,0,10.95413113,2652,697.7974594,870.9874954,870.9874954
5,2,3,5,5,9,TEOR,0,8.802773952,252,865.9871439,870.9874954,870.9874954
5,2,3,5,5,10,DCC,0.003667723967,3600.049944,147110,853.3306378,868.8391199,872.0375128
5,2,3,5,5,10,DLog,0.01369805768,3600.128356,113730,853.3306378,861.4453014,873.4093125
5,2,3,5,5,10,MC,2.42E-05,459.890619,19454,853.3306378,872.0164131,872.0375128
5,2,3,5,5,10,TEOC,0,3.851019144,1,868.9171651,872.0375128,872.0375128
5,2,3,5,5,10,TEOM,0,3.957485914,1,700.4993921,872.0375128,872.0375128
5,2,3,5,5,10,TEOR,9.80E-05,2.366872072,1,868.9171651,871.9520892,872.0375128
5,2,3,5,7,1,DCC,0.0146988323,3600.021288,25060,860.6295347,874.7739401,887.823915
5,2,3,5,7,1,DLog,0.02835641471,3600.068851,49342,860.6295347,866.3039996,891.5861873
5,2,3,5,7,1,MC,0.002794082062,3600.137199,42433,860.6295347,883.7782649,886.2545328
5,2,3,5,7,1,TEOC,0,11.1680212,1089,881.1262186,886.2545328,886.2545328
5,2,3,5,7,1,TEOM,0,7.395735025,1020,704.2100879,886.2545328,886.2545328
5,2,3,5,7,1,TEOR,0,8.561754942,1098,881.1262186,886.2545328,886.2545328
5,2,3,5,7,2,DCC,-1,3600.015713,54613,846.1776012,862.4257536,-1
5,2,3,5,7,2,DLog,-1,3600.019413,80298,846.1776012,851.9350674,-1
5,2,3,5,7,2,MC,0.005824927895,3600.489972,29353,846.1776012,868.2964554,873.3838533
5,2,3,5,7,2,TEOC,0,16.15472388,319,867.234615,873.3528145,873.3528145
5,2,3,5,7,2,TEOM,0,44.667768,9533,699.4901756,873.3528141,873.3528141
5,2,3,5,7,2,TEOR,0,11.66268587,439,867.234615,873.3528145,873.3528145
5,2,3,5,7,3,DCC,0.01514023908,3600.22456,31336,846.1881028,863.0942185,876.3625571
5,2,3,5,7,3,DLog,-1,3600.021148,45063,846.1881028,853.8453779,-1
5,2,3,5,7,3,MC,0.005383718034,3600.085231,24418,846.1881028,867.9423491,872.6403989
5,2,3,5,7,3,TEOC,0,9.689924955,241,866.1066635,872.6403989,872.6403989
5,2,3,5,7,3,TEOM,0,9.559239149,954,700.6741195,872.6403989,872.6403989
5,2,3,5,7,3,TEOR,0,5.74958992,629,866.1066635,872.6403989,872.6403989
5,2,3,5,7,4,DCC,0.010813698,3600.034075,26976,844.6052653,860.5585744,869.9661254
5,2,3,5,7,4,DLog,0.02923249711,3600.087301,36560,844.6052653,850.8970823,876.5199492
5,2,3,5,7,4,MC,0.005143516649,3600.166887,29829,844.6052653,865.4914401,869.9661254
5,2,3,5,7,4,TEOC,8.69E-05,6.307404995,354,864.2532561,869.6069789,869.6825435
5,2,3,5,7,4,TEOM,0,5.775503874,582,700.3041214,869.6825435,869.6825435
5,2,3,5,7,4,TEOR,0,8.510565996,361,864.2532561,869.6825435,869.6825435
5,2,3,5,7,5,DCC,0.01857916052,3600.0154,24007,850.1987947,863.0857998,879.4247738
5,2,3,5,7,5,DLog,-1,3600.020829,68412,850.1987947,856.6769754,-1
5,2,3,5,7,5,MC,0.004983566896,3600.599093,29176,850.1987947,872.7365194,877.107644
5,2,3,5,7,5,TEOC,0,10.96646595,1161,869.937631,877.1076451,877.1076451
5,2,3,5,7,5,TEOM,0,13.83789492,2245,701.8315366,877.1076451,877.1076451
5,2,3,5,7,5,TEOR,0,10.79005599,1471,869.937631,877.1076451,877.1076451
5,2,3,5,7,6,DCC,-1,3600.02845,49141,849.7274884,863.737376,-1
5,2,3,5,7,6,DLog,0.02827181352,3600.064965,49042,849.7274884,854.4434024,879.3028897
5,2,3,5,7,6,MC,0.005785343898,3600.473721,29911,849.7274884,871.1473402,876.2165543
5,2,3,5,7,6,TEOC,0,16.22302008,1855,869.2045509,876.2165552,876.2165552
5,2,3,5,7,6,TEOM,0,20.79939508,4126,700.5512448,876.2165552,876.2165552
5,2,3,5,7,6,TEOR,0,19.43201709,3430,869.2045509,876.2165552,876.2165552
5,2,3,5,7,7,DCC,0.01563310896,3600.066909,33953,845.2504538,864.0956982,877.8187342
5,2,3,5,7,7,DLog,-1,3600.039125,91640,845.2504538,850.3560103,-1
5,2,3,5,7,7,MC,0.01156387918,3600.137803,29405,845.2504538,867.0778345,877.2219228
5,2,3,5,7,7,TEOC,0,19.87677002,3281,867.2310406,875.8570043,875.8570043
5,2,3,5,7,7,TEOM,0,39.61002111,9540,701.3484254,875.8570043,875.8570043
5,2,3,5,7,7,TEOR,0,20.66807318,5516,867.2310406,875.8570043,875.8570043
5,2,3,5,7,8,DCC,-1,3600.01528,66630,844.6042333,861.4165979,-1
5,2,3,5,7,8,DLog,-1,3600.018936,90931,844.6042333,850.7153144,-1
5,2,3,5,7,8,MC,0.013558931,3600.067708,20310,844.6042333,866.0930186,877.9977292
5,2,3,5,7,8,TEOC,0,18.11376119,2220,866.6603608,875.1261845,875.1261845
5,2,3,5,7,8,TEOM,0,28.43709087,5428,702.3165279,875.1261849,875.1261849
5,2,3,5,7,8,TEOR,0,15.93847394,3465,866.6603608,875.1261827,875.1261827
5,2,3,5,7,9,DCC,-1,3600.027215,76673,847.7643473,862.9529133,-1
5,2,3,5,7,9,DLog,-1,3600.023787,78012,847.7643473,854.1226944,-1
5,2,3,5,7,9,MC,0.006138054923,3600.125671,29231,847.7643473,868.446576,873.8100702
5,2,3,5,7,9,TEOC,0,13.37645197,1196,867.3746924,873.8100702,873.8100702
5,2,3,5,7,9,TEOM,0,6.742162943,1088,699.3801151,873.8100702,873.8100702
5,2,3,5,7,9,TEOR,0,15.1658721,1818,867.3746924,873.8100702,873.8100702
5,2,3,5,7,10,DCC,0.01290254274,3600.108307,31233,853.1869271,864.8772166,876.1821949
5,2,3,5,7,10,DLog,-1,3600.025993,102608,853.1869271,857.3019215,-1
5,2,3,5,7,10,MC,0.006781230758,3600.156175,30239,853.1869271,870.2406012,876.1821949
5,2,3,5,7,10,TEOC,0,14.41242814,1458,869.7814875,876.1134364,876.1134364
5,2,3,5,7,10,TEOM,0,16.29155016,2377,700.5464835,876.1134364,876.1134364
5,2,3,5,7,10,TEOR,0,6.466789961,867,869.7814875,876.1134364,876.1134364
5,2,3,5,9,1,DCC,-1,3600.045778,37679,860.9619649,873.0991488,-1
5,2,3,5,9,1,DLog,-1,3600.020283,76586,860.9619649,864.6610361,-1
5,2,3,5,9,1,MC,0.006551753231,3600.082981,20711,860.9619649,881.3348635,887.1472332
5,2,3,5,9,1,TEOC,0,13.14235401,456,882.5861552,887.1472332,887.1472332
5,2,3,5,9,1,TEOM,0,16.38714695,1055,704.8633855,887.1472332,887.1472332
5,2,3,5,9,1,TEOR,0,8.982063055,874,882.5861552,887.1472332,887.1472332
5,2,3,5,9,2,DCC,-1,3600.062449,25996,846.1175114,863.5664416,-1
5,2,3,5,9,2,DLog,-1,3600.021527,43471,846.1175114,851.9654966,-1
5,2,3,5,9,2,MC,0.01214004948,3600.039388,10824,846.1175114,868.2202141,878.889982
5,2,3,5,9,2,TEOC,0,14.63805413,1599,872.356296,878.889982,878.889982
5,2,3,5,9,2,TEOM,0,22.86587,2273,701.1657937,878.889982,878.889982
5,2,3,5,9,2,TEOR,0,17.22766709,1210,872.356296,878.889982,878.889982
5,2,3,5,9,3,DCC,0.02211291075,3600.345107,31422,845.9248363,857.7196264,877.1151964
5,2,3,5,9,3,DLog,-1,3600.71286,21707,845.9248363,852.9872333,-1
5,2,3,5,9,3,MC,0.01003360228,3600.049779,14755,845.9248363,867.0145232,875.8019718
5,2,3,5,9,3,TEOC,0,9.035994053,620,867.5183666,875.2991359,875.2991359
5,2,3,5,9,3,TEOM,0,14.93689799,1428,701.4601922,875.2991367,875.2991367
5,2,3,5,9,3,TEOR,0,11.00021696,1215,867.5183666,875.2991367,875.2991367
5,2,3,5,9,4,DCC,0.02451393439,3600.102315,20662,844.4005193,862.4013686,884.0734881
5,2,3,5,9,4,DLog,-1,3600.032354,60518,844.4005193,850.0687459,-1
5,2,3,5,9,4,MC,0.005873997615,3600.050373,19009,844.4005193,865.5501641,870.664445
5,2,3,5,9,4,TEOC,0,9.397341967,167,865.0298002,870.664445,870.664445
5,2,3,5,9,4,TEOM,0,12.53893995,569,700.683687,870.664445,870.664445
5,2,3,5,9,4,TEOR,0,9.445683002,258,865.0298002,870.664445,870.664445
5,2,3,5,9,5,DCC,0.01884227901,3600.09045,20596,850.2001603,865.8777144,882.5061413
5,2,3,5,9,5,DLog,-1,3600.014305,36457,850.2001603,855.2986001,-1
5,2,3,5,9,5,MC,0.009419430026,3600.25198,20706,850.2001603,870.1264505,878.4004824
5,2,3,5,9,5,TEOC,0,13.30956197,1144,870.9711687,878.4004824,878.4004824
5,2,3,5,9,5,TEOM,0,26.82250285,2625,702.5993853,878.4004819,878.4004819
5,2,3,5,9,5,TEOR,0,14.33028102,1895,870.9711687,878.4004824,878.4004824
5,2,3,5,9,6,DCC,0.02256063614,3600.112649,21196,849.6643349,861.9107898,881.8048686
5,2,3,5,9,6,DLog,-1,3600.028746,56560,849.6643349,853.6611216,-1
5,2,3,5,9,6,MC,0.007749893566,3600.734359,17594,849.6643349,870.7929348,877.5941964
5,2,3,5,9,6,TEOC,0,13.59045815,496,871.8561821,877.5941964,877.5941964
5,2,3,5,9,6,TEOM,8.04E-05,18.81641197,1673,701.8281398,877.5236332,877.5941964
5,2,3,5,9,6,TEOR,0,7.385589838,676,871.8561821,877.5941964,877.5941964
5,2,3,5,9,7,DCC,-1,3600.024925,36496,845.2206747,861.6438677,-1
5,2,3,5,9,7,DLog,-1,3600.040417,32622,845.2206747,850.927608,-1
5,2,3,5,9,7,MC,0.01078345625,3600.025875,20356,845.2206747,866.4332451,875.8782398
5,2,3,5,9,7,TEOC,0,15.06336713,1409,867.7001298,875.833269,875.833269
5,2,3,5,9,7,TEOM,0,24.23210812,2494,702.6454535,875.833271,875.833271
5,2,3,5,9,7,TEOR,0,15.57591414,743,867.7001298,875.833271,875.833271
5,2,3,5,9,8,DCC,-1,3600.024453,42641,844.7097398,859.8002312,-1
5,2,3,5,9,8,DLog,-1,3600.015623,67649,844.7097398,849.9615693,-1
5,2,3,5,9,8,MC,0.01231379,3600.796453,10383,844.7097398,864.8191553,875.6011237
5,2,3,5,9,8,TEOC,0,19.77944398,2513,866.7656136,875.6011223,875.6011223
5,2,3,5,9,8,TEOM,0,25.53605795,3116,702.3758363,875.6011237,875.6011237
5,2,3,5,9,8,TEOR,0,19.54677987,2139,866.7656136,875.6011237,875.6011237
5,2,3,5,9,9,DCC,-1,3600.076283,29848,847.787287,862.5173164,-1
5,2,3,5,9,9,DLog,-1,3600.03421,73328,847.787287,851.212282,-1
5,2,3,5,9,9,MC,0.00951206592,3600.089269,15051,847.787287,868.7652184,877.1083307
5,2,3,5,9,9,TEOC,0,13.48262596,1117,870.4641469,877.1083307,877.1083307
5,2,3,5,9,9,TEOM,0,18.73797393,1641,700.4567397,877.1083307,877.1083307
5,2,3,5,9,9,TEOR,0,16.02930713,1219,870.4641469,877.1083307,877.1083307
5,2,3,5,9,10,DCC,-1,3600.019115,65894,853.366926,863.0417409,-1
5,2,3,5,9,10,DLog,-1,3600.013794,77012,853.366926,857.4544074,-1
5,2,3,5,9,10,MC,0.006931673173,3600.105447,20960,853.366926,870.3689406,876.4441651
5,2,3,5,9,10,TEOC,2.10E-05,13.10093999,779,870.3671936,876.4257442,876.4441651
5,2,3,5,9,10,TEOM,0,16.83428597,1450,701.1059622,876.4441651,876.4441651
5,2,3,5,9,10,TEOR,0,9.356839895,527,870.3671936,876.4441651,876.4441651
